homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,dPoints,dRank,dGlobalRank,dAccuracy,dEfficiency,dVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Bournemouth,Aston Villa,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-10,-10,nan,nan,nan,1.95,3.65,4.27,1.82,3.88,4.7
Chelsea,Swansea,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-11,nan,nan,nan,1.39,4.92,10.39,1.37,5.04,10.88
Everton,Watford,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-13,-11,nan,nan,nan,1.7,3.95,5.62,1.75,3.76,5.44
Leicester,Sunderland,4,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-11,-8,nan,nan,nan,1.99,3.48,4.34,1.79,3.74,5.1
Man United,Tottenham,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-11,-8,nan,nan,nan,1.65,4.09,5.9,1.64,4.07,6.04
Norwich,Crystal Palace,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-9,nan,nan,nan,2.52,3.35,3.08,2.46,3.39,3.14
Arsenal,West Ham,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-11,-7,nan,nan,nan,1.31,5.75,12.0,1.24,6.75,15.0
Newcastle,Southampton,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-8,-3,nan,nan,nan,2.88,3.33,2.69,3.09,3.28,2.55
Stoke,Liverpool,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-11,-5,nan,nan,nan,3.48,3.46,2.25,3.89,3.51,2.09
West Brom,Man City,0,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-10,-3,nan,nan,nan,5.75,3.98,1.68,6.46,4.08,1.61
Aston Villa,Man United,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-2,1,nan,nan,nan,5.66,3.83,1.72,5.06,3.76,1.8
Southampton,Everton,0,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0,2,nan,nan,nan,1.98,3.6,4.21,2.03,3.54,4.08
Sunderland,Norwich,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-1,4,nan,nan,nan,2.52,3.35,3.08,2.86,3.39,2.66
Swansea,Newcastle,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-2,2,nan,nan,nan,1.94,3.66,4.3,1.85,3.86,4.49
Tottenham,Stoke,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-2,3,nan,nan,nan,1.79,3.75,5.09,1.74,3.76,5.55
Watford,West Brom,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-2,-3,nan,nan,nan,2.25,3.41,3.54,2.09,3.62,3.76
West Ham,Leicester,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1,3,nan,nan,nan,2.25,3.52,3.42,2.38,3.54,3.15
Crystal Palace,Arsenal,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1,-11,nan,nan,nan,5.34,3.97,1.72,5.4,4.08,1.69
Man City,Chelsea,3,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,2,-3,nan,nan,nan,2.08,3.56,3.87,2.01,3.69,3.97
Liverpool,Bournemouth,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,4,-8,nan,nan,nan,1.44,4.74,8.6,1.54,4.37,7.07
