homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,homePoints,awayPoints,homeRank,awayRank,homeGlobalRank,awayGlobalRank,homeAccuracy,awayAccuracy,homeEfficiency,awayEfficiency,homeVulnerability,awayVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Bournemouth,Aston Villa,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1,11.0,1,11,nan,nan,nan,nan,nan,nan,1.95,3.65,4.27,1.82,3.88,4.7
Chelsea,Swansea,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2,14.0,3,14,nan,nan,nan,nan,nan,nan,1.39,4.92,10.39,1.37,5.04,10.88
Everton,Watford,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3,16.0,5,16,nan,nan,nan,nan,nan,nan,1.7,3.95,5.62,1.75,3.76,5.44
Leicester,Sunderland,4,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4,15.0,7,15,nan,nan,nan,nan,nan,nan,1.99,3.48,4.34,1.79,3.74,5.1
Man United,Tottenham,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,5,16.0,8,16,nan,nan,nan,nan,nan,nan,1.65,4.09,5.9,1.64,4.07,6.04
Norwich,Crystal Palace,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,6,18.0,9,18,nan,nan,nan,nan,nan,nan,2.52,3.35,3.08,2.46,3.39,3.14
Arsenal,West Ham,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,7,18.0,11,18,nan,nan,nan,nan,nan,nan,1.31,5.75,12.0,1.24,6.75,15.0
Newcastle,Southampton,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,8,16.0,13,16,nan,nan,nan,nan,nan,nan,2.88,3.33,2.69,3.09,3.28,2.55
Stoke,Liverpool,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,9,20.0,15,20,nan,nan,nan,nan,nan,nan,3.48,3.46,2.25,3.89,3.51,2.09
West Brom,Man City,0,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,10,20.0,17,20,nan,nan,nan,nan,nan,nan,5.75,3.98,1.68,6.46,4.08,1.61
