homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,dPoints,dRank,dGlobalRank,dAccuracy,dEfficiency,dVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Arsenal,Sunderland,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-19,-19,nan,nan,nan,1.44,4.76,8.78,1.44,4.72,8.71
Fulham,Norwich,5,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-13,-12,nan,nan,nan,1.82,3.81,4.8,1.84,3.75,4.75
Newcastle,Tottenham,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-15,-14,nan,nan,nan,2.65,3.47,2.82,2.83,3.35,2.72
QPR,Swansea,0,5,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-13,-12,nan,nan,nan,2.05,3.53,4.01,2.0,3.53,4.15
Reading,Stoke,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-15,-13,nan,nan,nan,2.4,3.37,3.26,2.47,3.3,3.22
West Brom,Liverpool,3,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-14,-11,nan,nan,nan,4.39,3.59,1.94,4.76,3.74,1.84
West Ham,Aston Villa,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-8,-5,nan,nan,nan,2.26,3.49,3.43,2.14,3.5,3.71
Man City,Southampton,3,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-10,-7,nan,nan,nan,1.2,7.5,19.75,1.13,9.38,26.18
Wigan,Chelsea,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-5,-2,nan,nan,nan,6.05,4.02,1.65,4.92,3.77,1.81
Everton,Man United,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-6,-2,nan,nan,nan,4.27,3.77,1.92,3.91,3.59,2.06
Chelsea,Reading,4,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,2,-3,nan,nan,nan,1.27,6.15,13.8,1.3,5.75,12.6
Aston Villa,Everton,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-2,8,nan,nan,nan,3.14,3.36,2.47,3.73,3.42,2.16
Chelsea,Newcastle,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,1.0,-1,-2,nan,nan,nan,1.51,4.5,7.27,1.5,4.49,7.5
Man United,Fulham,3,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,6,13,nan,nan,nan,1.32,5.6,11.85,1.3,6.04,11.99
Norwich,QPR,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,5,3,nan,nan,nan,2.34,3.5,3.25,2.37,3.6,3.09
Southampton,Wigan,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1,2,nan,nan,nan,2.2,3.51,3.56,2.2,3.47,3.61
Swansea,West Ham,3,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,3,4,nan,nan,nan,2.13,3.43,3.85,2.22,3.4,3.6
Tottenham,West Brom,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,5,13,nan,nan,nan,1.51,4.52,7.35,1.63,4.18,5.9
Liverpool,Man City,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,4,12,nan,nan,nan,3.14,3.46,2.42,2.95,3.43,2.57
Stoke,Arsenal,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,9,6,nan,nan,nan,3.57,3.46,2.21,3.3,3.41,2.36
Man City,QPR,3,1,9,0.4147,0.2221,0.3535,0.4,0.5,0.1,0.5,0.0,0.5,0.6666666666666667,0,-8,-0.16666666666666674,-0.016666666666666663,0.14529914529914528,1.22,7.65,15.0,1.18,8.19,19.39
Swansea,Sunderland,2,2,9,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.6666666666666667,-1,-14,-0.0714285714285714,0.3,0.0,2.17,3.47,3.67,2.04,3.47,4.07
Tottenham,Norwich,1,1,9,0.9476,0.0483,0.0,0.15000000000000002,0.7,0.15000000000000002,0.5,0.0,0.5,0.3333333333333333,-4,1,-0.19999999999999996,0.05555555555555555,-0.3545454545454545,1.38,5.35,9.0,1.35,5.46,10.48
West Brom,Everton,2,0,9,0.8376,0.1623,0.0,0.33875,0.15000000000000002,0.51125,0.5,0.0,0.5,0.0,4,1,-0.2272727272727273,0.04210526315789476,-0.14285714285714285,3.06,3.38,2.52,3.25,3.39,2.39
West Ham,Fulham,3,0,9,0.8376,0.1623,0.0,0.2,0.6,0.2,0.5,0.0,0.5,1.0,-5,2,0.7272727272727273,-0.01785714285714285,-0.15,2.53,3.48,2.96,2.74,3.41,2.77
