homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,dPoints,dRank,dGlobalRank,dAccuracy,dEfficiency,dVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Bayern Munich,Leverkusen,3,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-13,-13,nan,nan,nan,1.26,6.75,12.3,1.28,6.7,11.3
Hamburg,Augsburg,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-9,-9,nan,nan,nan,2.19,3.35,3.7,2.32,3.32,3.47
Hertha,Stuttgart,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-12,nan,nan,nan,2.07,3.58,3.82,2.02,3.6,4.07
Hoffenheim,Werder Bremen,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-12,nan,nan,nan,1.81,4.12,4.38,1.85,4.19,4.12
Mainz,Hannover,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-12,nan,nan,nan,1.99,3.53,4.2,1.85,3.75,4.65
Schalke 04,RB Leipzig,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-11,nan,nan,nan,2.91,3.43,2.57,2.85,3.48,2.62
Wolfsburg,Dortmund,0,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-6,-5,nan,nan,nan,4.24,4.12,1.83,4.07,3.81,1.95
Freiburg,Ein Frankfurt,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-6,-4,nan,nan,nan,2.56,3.3,3.02,2.94,3.17,2.74
M'gladbach,FC Koln,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-4,-1,nan,nan,nan,1.94,3.65,4.32,1.8,3.85,4.89
FC Koln,Hamburg,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,5,11,nan,nan,nan,2.03,3.52,4.12,2.04,3.47,4.11
Augsburg,M'gladbach,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-1,8,nan,nan,nan,3.46,3.44,2.27,3.46,3.44,2.27
Dortmund,Hertha,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,5,3,nan,nan,nan,1.38,5.35,9.23,1.41,5.24,8.4
Ein Frankfurt,Wolfsburg,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,2,-2,nan,nan,nan,2.29,3.45,3.4,2.23,3.35,3.65
Leverkusen,Hoffenheim,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,5,9,nan,nan,nan,2.08,3.87,3.55,1.97,4.06,3.75
Stuttgart,Mainz,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,5,2,nan,nan,nan,2.32,3.56,3.25,2.47,3.56,2.99
Werder Bremen,Bayern Munich,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,8,12,nan,nan,nan,13.18,6.83,1.25,13.11,7.11,1.25
Hannover,Schalke 04,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,6,3,nan,nan,nan,3.44,3.53,2.24,3.11,3.39,2.47
RB Leipzig,Freiburg,4,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,6,7,nan,nan,nan,1.36,5.25,10.44,1.38,5.17,9.82
Hamburg,RB Leipzig,0,2,9,0.7909,0.209,0.0,0.52,0.19999999999999996,0.28,0.5,0.0,0.5,1.0,-16,-9,-1.7999999999999998,0.09090909090909091,-0.18181818181818182,3.88,3.76,2.01,4.26,3.98,1.87
Augsburg,FC Koln,3,0,9,0.8083,0.1916,0.0,0.21375000000000002,0.85,-0.06375,0.5,0.0,0.5,0.3333333333333333,-2,-4,-3.8333333333333335,0.08333333333333333,0.08787878787878788,2.36,3.41,3.3,2.25,3.47,3.49
Freiburg,Dortmund,0,0,9,0.0,1.0,0.0,0.020000000000000018,0.4,0.58,0.5,0.0,0.5,-0.6666666666666667,8,10,4.4,-0.23076923076923078,0.0,7.81,4.99,1.45,9.97,5.95,1.33
Hoffenheim,Bayern Munich,2,0,9,0.0,1.0,0.0,0.33875,0.15000000000000002,0.51125,0.5,0.0,0.5,0.0,3,4,2.291666666666667,-0.03383458646616541,0.0,6.87,4.94,1.49,6.95,5.04,1.47
Mainz,Leverkusen,3,1,9,0.0,0.348,0.652,-0.06375,0.85,0.21375000000000002,0.5,0.0,0.5,0.0,-2,1,-2.4166666666666665,-0.05263157894736842,-0.06410256410256412,3.0,3.55,2.44,3.51,3.68,2.16
M'gladbach,Ein Frankfurt,0,1,9,0.0,1.0,0.0,0.41874999999999996,0.55,0.03125,0.5,0.0,0.5,0.6666666666666667,-1,-8,-4.75,0.045454545454545456,0.0,1.9,3.75,4.4,1.98,3.61,4.19
Wolfsburg,Hannover,1,1,9,0.0,0.0421,0.9525,0.28,0.19999999999999996,0.52,0.5,0.0,0.5,-1.0,9,8,-3.0,-0.16666666666666666,0.23076923076923078,1.84,3.69,4.86,1.86,3.73,4.64
Hertha,Werder Bremen,1,1,9,0.7904,0.2096,0.0,0.28,0.8,-0.08000000000000004,0.5,0.0,0.5,1.0,-13,-7,-2.1666666666666665,0.2,-0.07142857142857142,2.04,3.62,3.96,2.15,3.51,3.7
Schalke 04,Stuttgart,3,1,9,0.9511,0.0439,0.0,0.17500000000000002,0.5,0.32499999999999996,0.5,0.0,0.5,1.0,-11,-1,-2.3,0.18181818181818182,-0.2,1.72,3.98,5.27,1.79,3.84,5.0
Hannover,Hamburg,2,0,9,0.5276,0.4724,0.0,0.4037,0.33999999999999997,0.25630000000000003,0.5,0.0,0.5,0.0,6,-2,0.6666666666666665,-0.1590909090909091,-0.05,2.0,3.51,4.22,1.96,3.63,4.24
Bayern Munich,Mainz,4,0,9,0.8899,0.1096,0.0,0.2888875,0.505,0.20611249999999998,0.5,0.0,0.5,1.0,-6,-9,-0.5416666666666665,0.23076923076923078,-0.006191950464396287,1.17,8.92,18.75,1.17,8.59,19.37
Ein Frankfurt,Augsburg,1,2,9,0.0,1.0,0.0,0.269190625,0.4225,0.308309375,0.5,0.0,0.5,0.0,1,1,-11.0,0.0,0.05194805194805194,1.88,3.59,4.77,1.91,3.55,4.63
RB Leipzig,M'gladbach,2,2,9,0.4408,0.0537,0.0522,0.425665625,0.4225,0.15183437500000002,0.5,0.0,0.5,0.6666666666666667,2,-3,-2.3636363636363638,0.004597701149425287,0.05952380952380952,1.7,4.08,5.36,1.73,4.19,4.91
Stuttgart,Wolfsburg,1,0,9,0.0,1.0,0.0,0.1342,0.5599999999999999,0.30580000000000007,0.5,0.0,0.5,0.0,6,3,1.9166666666666665,-0.08403361344537814,0.0,2.49,3.46,3.03,2.25,3.61,3.35
Werder Bremen,Schalke 04,1,2,9,0.0,1.0,0.0,0.04839999999999994,0.56,0.3916,0.5,0.0,0.5,0.0,4,9,-4.0,0.0,0.014354066985645925,2.81,3.51,2.63,2.85,3.46,2.63
Dortmund,FC Koln,5,0,9,0.9372,0.0603,0.0,0.5033875,0.615,-0.11838749999999998,0.625,0.5,-0.125,1.0,-4,-12,-3.166666666666666,0.1111111111111111,-0.17272727272727273,1.26,6.77,12.92,1.34,6.05,9.41
Hoffenheim,Hertha,1,1,9,0.878,0.1217,0.0,0.447871875,0.36750000000000005,0.18462812499999998,0.5,0.0,0.5,1.2,-11,-6,1.5833333333333335,0.20238095238095238,-0.1111111111111111,1.74,3.99,5.19,1.78,3.84,5.06
Leverkusen,Freiburg,4,0,9,0.4911,0.0594,0.057,0.05145937500000003,0.7525,0.19604062500000002,0.5,0.0,0.5,0.3333333333333333,0,1,1.833333333333333,-0.01785714285714285,0.1954022988505747,1.49,4.75,7.21,1.39,5.36,8.68
Augsburg,RB Leipzig,1,0,9,0.4599,0.2486,0.2892,0.40625,0.25,0.34375,0.41500000000000004,0.30000000000000004,0.2849999999999999,0.20000000000000007,-1,-1,-1.791666666666667,0.13903508771929823,-0.024242424242424246,3.68,3.56,2.14,3.2,3.62,2.32
M'gladbach,Stuttgart,2,0,9,0.4476,0.4209,0.1315,0.175,0.5,0.325,0.28,0.8,-0.08000000000000004,0.6,-5,2,-1.125,-0.022727272727272728,-0.18333333333333335,1.68,4.18,5.22,1.71,4.17,5.12
