homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,dPoints,dRank,dGlobalRank,dAccuracy,dEfficiency,dVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Hertha,Augsburg,1,0,2,0.2692,0.3378,0.3929,0.051250000000000004,0.65,0.29874999999999996,0.015937499999999993,0.675,0.30906249999999996,0.04347826086956519,7,13,-0.2616883116883115,0.05184083202659054,0.06428657341970033,3.06,3.29,2.57,2.82,3.29,2.76
Hoffenheim,Mainz,2,0,2,0.5258,0.1994,0.2581,0.18945312500000003,0.5625,0.24804687499999997,0.324765625,0.6125,0.06273437499999995,0.47826086956521735,-9,-5,-1.1658008658008656,-0.027837902317215613,0.0416061172464212,2.03,3.81,3.77,1.98,3.69,4.11
Leverkusen,Freiburg,1,0,2,0.5389,0.2299,0.228,0.1534375,0.575,0.27156250000000004,0.196328125,0.5875,0.21617187499999999,0.3478260869565218,-5,-10,1.2518037518037528,-0.05833153032350891,0.09961678920623204,1.37,5.32,9.63,1.36,5.79,8.94
M'gladbach,Paderborn,2,0,3,0.747,0.1717,0.0794,0.36250000000000004,0.5,0.13749999999999998,0.47406249999999994,0.275,0.25093750000000004,0.6086956521739131,-8,-13,-1.6923881673881676,0.06311363785880113,-0.02678324599377231,1.58,4.24,6.56,1.62,4.29,5.84
Werder Bremen,Wolfsburg,3,5,3,0.343,0.2088,0.4308,0.42289062499999996,0.11250000000000004,0.464609375,0.48789062499999997,0.1875,0.32460937500000003,0.1987577639751552,5,7,0.29343462093462147,-0.03617672661016312,-0.04323111158004206,3.72,3.95,2.01,3.72,3.87,2.03
Stuttgart,Hertha,0,0,3,0.0978,0.1643,0.7332,0.0578125,0.675,0.26718749999999997,-0.012500000000000025,0.8,0.21249999999999997,-0.13043478260869565,0,4,2.093939393939394,-0.16813943632125455,0.00929264234217797,2.16,3.35,3.87,2.11,3.41,3.99
Augsburg,Wolfsburg,1,0,3,0.3042,0.171,0.4457,0.08906250000000004,0.375,0.5359375,0.29875,0.275,0.42624999999999996,0.21739130434782605,4,3,-0.7131313131313131,-0.01796386213779963,-0.07390238252537715,3.41,3.67,2.2,3.51,3.61,2.18
Freiburg,Werder Bremen,0,1,3,0.4753,0.2103,0.3007,0.128125,0.55,0.32187499999999997,0.24804687499999997,0.5625,0.18945312500000003,0.13043478260869562,-1,8,0.9775252525252527,-0.06907457906261733,-0.0717104853116674,2.59,3.54,2.84,2.59,3.58,2.82
Hamburg,Dortmund,0,0,3,0.2902,0.3047,0.4049,0.139921875,0.36250000000000004,0.497578125,0.2340625,0.42500000000000004,0.34093749999999995,0.21217391304347827,5,5,-0.3111952861952858,0.011232415460356623,-0.09019841269841274,7.03,4.41,1.54,7.16,4.51,1.52
Hannover,Bayern Munich,1,3,3,0.055,0.1579,0.7857,0.10585937499999998,0.36250000000000004,0.531640625,0.16000000000000006,0.3999999999999999,0.44000000000000006,-0.30434782608695654,10,10,0.21670274170274206,-0.01890146356442443,0.041126713452916665,15.17,6.93,1.24,13.0,6.76,1.26
Mainz,M'gladbach,2,2,3,0.3151,0.388,0.2969,0.098203125,0.48749999999999993,0.41429687500000006,0.29468750000000005,0.5249999999999999,0.18031250000000004,0.13043478260869568,8,12,-0.6083333333333347,0.05130172857445585,0.05666232099038422,2.71,3.35,2.84,2.82,3.52,2.62
Schalke 04,Hoffenheim,3,1,3,0.5585,0.2587,0.1822,0.123125,0.525,0.351875,0.38554687500000007,0.5125,0.101953125,0.5652173913043479,-7,-1,-1.5440806878306876,0.06541652791652793,-0.044469677209615296,2.35,3.52,3.22,2.42,3.55,3.08
FC Koln,Ein Frankfurt,4,2,3,0.2082,0.3361,0.4556,0.072265625,0.5625,0.365234375,0.26718749999999997,0.675,0.0578125,-0.04347826086956519,7,4,0.5812354312354313,-0.07024726071376788,-0.08949207358298268,2.51,3.44,3.02,2.4,3.44,3.22
Paderborn,Leverkusen,0,3,3,0.2144,0.2226,0.5593,0.1,0.6,0.30000000000000004,-0.001953125,0.6875,0.314453125,-0.08695652173913049,11,10,-1.0484848484848484,0.012111714785511596,0.0326802727872247,5.36,4.08,1.7,6.09,4.14,1.63
Leverkusen,Stuttgart,4,0,3,0.4617,0.2212,0.3084,0.3753906249999999,0.5375000000000001,0.08710937499999999,0.272109375,0.5125,0.21539062500000003,0.2799999999999999,2,-14,-0.003306878306877703,-0.02597087008851713,0.08182717380085802,1.46,4.71,8.25,1.51,4.56,7.36
