home_team,away_team,home_goals,away_goals,month,p_home_win1,p_draw1,p_away_win1,p_home_win2,p_draw2,p_away_win2,p_home_win3,p_draw3,p_away_win3,oddHome,oddDraw,oddAway,d_accuracy,d_efficiency,d_vulnerability,d_points,d_global_rank,d_rank
Montpellier,Lorient,1,0,9,0.4692,0.3469,0.1839,0.23875,0.45,0.31125,0.325,0.5,0.17500000000000002,2.06,3.39,4.16,-1.2999999999999998,-0.027777777777777776,-0.047161172161172146,0.0,1,5
Nice,Metz,1,0,9,0.7393,0.2607,0.0,0.04531249999999998,0.625,0.3296875,0.23500000000000004,0.7,0.06500000000000003,2.27,3.12,3.87,1.125,0.11363636363636365,0.13257575757575757,0.39999999999999997,-4,1
Reims,Toulouse,2,0,9,0.2474,0.2127,0.5318,-0.06781249999999997,0.6749999999999999,0.3928125,0.145,0.9,-0.04500000000000001,2.72,3.31,2.86,-1.166666666666667,0.02020202020202018,-0.005681818181818177,0.2,-4,4
Rennes,Paris SG,1,1,9,0.5917,0.1145,0.1324,0.3721875,0.225,0.4028125,0.53125,0.25,0.21875,7.25,4.3,1.54,-1.2142857142857142,0.6041666666666666,0.1111111111111111,0.6,3,5
St Etienne,Caen,1,0,9,0.0,0.2777,0.7223,0.23218750000000005,0.575,0.1928125,0.33875,0.15000000000000002,0.51125,1.93,3.4,4.87,1.6150793650793651,-0.10855263157894737,0.07142857142857142,-0.3999999999999999,13,-3
Evian Thonon Gaillard,Marseille,1,3,9,0.0,0.0348,0.9575,-0.007500000000000007,0.55,0.4575,0.09375000000000004,0.45,0.45625,4.79,3.42,1.93,0.9583333333333335,-0.19791666666666666,0.009615384615384595,-0.6000000000000001,11,9
Guingamp,Bordeaux,2,1,9,0.0,0.0348,0.9575,0.02499999999999997,0.5,0.475,-0.125,0.5,0.625,2.91,3.25,2.71,-0.02380952380952417,-0.19642857142857145,0.12865259740259738,-1.2,16,18
Lille,Nantes,2,0,9,0.499,0.501,0.0,0.3871875,0.325,0.2878125,0.395,0.09999999999999998,0.505,1.85,3.38,5.45,0.41666666666666696,-0.08974358974358973,-0.08333333333333333,0.46666666666666673,-4,-2
Bordeaux,Evian Thonon Gaillard,2,1,9,0.6817,0.0243,0.0126,0.3661718749999999,0.6625000000000001,-0.028671875000000038,0.46375,0.65,-0.11374999999999995,1.55,4.17,7.4,0.5249999999999999,0.1328502415458937,-0.2652777777777777,0.8,-4,-18
Lorient,Reims,0,1,9,0.9379,0.0086,0.0,0.223984375,0.6125,0.16351562499999994,0.52,0.6,-0.12000000000000005,1.82,3.75,4.89,-2.25,0.010389610389610393,-0.19659442724458204,0.8,-5,-7
Marseille,Rennes,3,0,9,0.4761,0.3814,0.1425,0.4103125,0.2749999999999999,0.3146875000000001,0.29950312500000004,0.3975,0.302996875,1.57,3.9,7.9,-2.2166666666666677,0.06666666666666668,0.0649122807017544,0.02857142857142858,11,-4
Metz,Bastia,3,1,9,0.6158,0.2541,0.1297,0.16687499999999994,0.55,0.283125,0.45625,0.45,0.09375000000000004,2.47,3.16,3.34,-1.1333333333333333,0.1220238095238095,0.0243393009377664,0.6000000000000001,0,5
Nantes,Nice,2,1,9,0.5961,0.4039,0.0,0.205625,0.55,0.244375,0.39555,0.57,0.034450000000000036,1.88,3.47,5.02,-0.48333333333333295,0.047619047619047616,-0.04444444444444445,0.657142857142857,-10,-1
Toulouse,Caen,3,3,9,0.1345,0.3838,0.4817,0.21625000000000005,0.6499999999999999,0.13375000000000006,0.5253125000000001,0.225,0.2496875,2.13,3.31,4.05,-1.2936507936507933,0.025000000000000022,0.0,0.34285714285714286,8,1
Lens,St Etienne,0,1,9,0.6521,0.1412,0.1486,0.29531250000000003,0.375,0.3296875,0.325,0.5,0.17500000000000002,3.51,3.26,2.33,-0.583333333333333,-0.025210084033613453,-0.042307692307692296,0.0,4,8
Lille,Montpellier,0,0,9,0.3522,0.6478,0.0,0.423984375,0.2625000000000001,0.313515625,0.4832,0.36,0.15680000000000002,1.94,3.25,5.01,1.4777777777777776,0.002564102564102555,-0.03571428571428571,0.4,-8,-2
Monaco,Guingamp,1,0,9,0.4857,0.2869,0.2271,0.143359375,0.6125,0.24414062499999994,0.13374999999999998,0.65,0.21625,1.56,4.07,7.39,0.8571428571428568,0.03012820512820512,0.054292929292929254,-0.39999999999999997,9,2
Paris SG,Lyon,1,1,9,0.9465,0.0105,0.0,0.38375,0.45,0.16625,0.625,0.5,-0.125,1.33,5.95,9.81,-2.3875,0.20178481649069882,-0.24285714285714285,1.2,-9,-12
Reims,Marseille,0,5,9,0.0936,0.1177,0.7434,0.25093750000000004,0.275,0.4740625,0.2514875000000001,0.2849999999999999,0.4635125,4.44,3.39,2.0,-0.3611111111111103,-0.1134259259259259,-0.026923076923076952,-0.4285714285714286,11,8
Rennes,Toulouse,0,3,9,0.7786,0.0516,0.0307,0.2565625,0.5249999999999999,0.21843750000000006,0.46375,0.65,-0.11374999999999995,2.66,3.35,2.9,-5.551587301587302,0.37272727272727274,-0.024621212121212155,0.8,-4,-8
Bastia,Nantes,0,0,9,0.6394,0.226,0.1337,0.163984375,0.5375,0.2985156250000001,0.39555,0.57,0.034450000000000036,2.55,3.24,3.13,-0.44444444444444553,0.07229344729344729,0.04807692307692309,0.5142857142857142,-4,12
Caen,Paris SG,0,2,9,0.0,0.3738,0.6262,0.10406249999999996,0.525,0.3709375,-0.09312187499999997,0.7525,0.340621875,5.91,3.85,1.69,1.2583333333333329,-0.08333333333333333,-0.028240740740740747,-0.42857142857142855,7,9
Evian Thonon Gaillard,Lens,2,1,9,0.0431,0.28,0.6769,-0.03500000000000003,0.7250000000000001,0.30999999999999994,0.02065937500000001,0.6425,0.336840625,2.01,3.38,4.4,3.5,-0.06984126984126984,0.18915343915343916,-0.42857142857142855,11,3
Guingamp,Metz,0,1,9,0.3748,0.6252,0.0,0.14749999999999994,0.55,0.3025,0.2798125,0.725,-0.0048124999999999965,2.28,3.08,3.92,-4.055555555555555,0.060606060606060615,0.07109788359788359,0.2857142857142857,-1,10
Lyon,Lorient,4,0,9,0.5703,0.3003,0.1293,0.2253125,0.675,0.09968749999999996,0.3916,0.56,0.048399999999999936,1.67,3.85,6.22,-0.6388888888888888,0.02161970583023215,-0.040910478410478415,0.42857142857142855,-3,-4
Montpellier,Monaco,0,1,9,0.6482,0.2673,0.0844,0.335,0.3999999999999999,0.2650000000000001,0.4345,0.45,0.11550000000000002,3.43,3.32,2.34,3.54074074074074,-0.027567340067340074,-0.1611351611351612,0.42857142857142855,-3,-7
Nice,Lille,1,0,9,0.1297,0.2395,0.6303,0.0965625,0.475,0.4284375,0.3268,0.3200000000000001,0.3532,3.59,3.08,2.4,-0.75,-0.07470538720538722,0.10547785547785549,0.05714285714285705,4,10
St Etienne,Bordeaux,1,1,9,0.4411,0.3511,0.2078,0.368359375,0.3125,0.319140625,0.433984375,0.3125,0.253515625,2.05,3.34,4.3,1.3544973544973535,-0.09816207184628238,-0.04329004329004328,0.1428571428571429,4,1
Lille,Bastia,1,0,9,0.7674,0.2326,0.0,0.260078125,0.5375,0.20242187500000006,0.454340625,0.5425,0.00315937500000002,1.69,3.7,6.25,-1.683333333333335,0.0019230769230769301,-0.11156877701500127,0.746031746031746,-13,-10
Lorient,Evian Thonon Gaillard,0,2,9,0.8825,0.0871,0.024,0.037500000000000006,0.75,0.2125,0.3058,0.78,-0.08580000000000003,2.13,3.27,4.08,-2.166666666666667,0.005471380471380474,-0.3031746031746031,0.5714285714285714,-4,-2
Metz,Reims,3,0,9,0.7141,0.1238,0.1088,0.3765625,0.425,0.1984375,0.4774,0.34,0.18260000000000004,2.09,3.39,4.05,-1.3296296296296295,0.013742690058479501,-0.022566219470244245,0.5714285714285714,-6,-7
Monaco,Nice,0,1,9,0.6579999999999999,0.2583,0.0836,0.384296875,0.3875,0.22820312500000006,0.382009375,0.6425000000000001,-0.024509375000000052,1.57,4.0,7.38,0.5873015873015865,-0.0123706702654071,0.055653021442495135,0.42857142857142855,-4,2
Montpellier,Guingamp,2,1,9,0.5389,0.3938,0.0673,0.25117187500000004,0.6875,0.061328124999999976,0.2948,0.64,0.06519999999999998,2.07,3.1,4.63,2.683333333333333,0.03106060606060606,-0.08381092591618908,0.23809523809523808,-4,-11
Toulouse,Paris SG,1,1,9,0.2452,0.2409,0.5116,0.274375,0.35,0.375625,0.3896375,0.2649999999999999,0.3453625000000001,4.55,3.76,1.87,0.16746031746031775,0.04972826086956525,-0.003703703703703709,0.33333333333333337,4,4
Bordeaux,Rennes,2,1,9,0.8183,0.1469,0.0339,0.326171875,0.5625,0.11132812500000004,0.453671875,0.3875,0.15882812500000004,1.94,3.38,4.76,-1.2166666666666668,0.2328789970094318,0.04717958089668614,0.5555555555555556,-2,-8
Lens,Caen,0,0,9,0.1088,0.1485,0.7285,0.197265625,0.7125,0.090234375,0.14013750000000005,0.585,0.2748625,2.84,3.2,2.81,-0.08412698412698383,-0.0778186274509804,0.068780193236715,-0.34920634920634924,17,1
Marseille,St Etienne,2,1,9,0.8087,0.1192,0.0613,0.5153125,0.17500000000000004,0.3096875,0.3928375000000001,0.2849999999999999,0.3221625,1.94,3.35,4.83,-1.1047619047619053,0.011706349206349234,-0.06153846153846154,0.0,6,-4
Nantes,Lyon,1,1,9,0.5409,0.3041,0.1549,0.267265625,0.4125,0.320234375,0.47105,0.49,0.03894999999999999,2.61,3.2,3.09,-0.22083333333333366,-0.013133323504840526,-0.08551587301587302,0.8571428571428572,-15,-2
Reims,Bordeaux,1,0,10,0.0423,0.0837,0.8443,0.13539062499999993,0.4875,0.377109375,0.1534375,0.575,0.27156250000000004,4.0,3.34,2.13,0.5714285714285712,-0.0783730158730159,0.042478354978354976,-0.33333333333333337,9,14
Bastia,Lorient,0,2,10,0.6953,0.2068,0.09699999999999999,0.1559375,0.825,0.019062500000000024,0.3812500000000001,0.6499999999999999,-0.03125,2.35,3.35,3.38,-2.7708333333333335,0.06116452991452992,-0.028450715950715938,0.3333333333333333,-3,-2
Caen,Marseille,1,2,10,0.0,0.0149,0.9569,0.0546875,0.375,0.5703125,-0.12468749999999995,0.5249999999999999,0.5996875,3.67,3.33,2.23,1.1130050505050502,-0.28348214285714285,0.03397435897435895,-1.1111111111111112,19,14
Evian Thonon Gaillard,Metz,3,0,10,0.2355,0.4994,0.2651,0.2525000000000001,0.29999999999999993,0.4475,0.2565625,0.525,0.2184375,2.53,3.19,3.21,0.9791666666666679,0.03293650793650794,0.14583333333333334,0.0,2,15
Nice,Montpellier,1,1,10,0.15,0.3884,0.4616,0.3640625,0.375,0.26093750000000004,0.4342,0.38,0.1858,2.46,3.21,3.31,2.826388888888889,0.04570707070707068,0.08414502164502165,0.4285714285714286,-3,1
Rennes,Lens,2,0,10,0.4145,0.2287,0.3498,0.05937500000000001,0.75,0.190625,0.198034375,0.6325000000000001,0.16946562499999995,1.92,3.62,4.49,-0.2172619047619042,0.18373015873015874,0.14550264550264552,0.12698412698412698,7,1
Guingamp,Nantes,0,1,10,0.2157,0.5211,0.2632,0.007265624999999999,0.6375,0.35523437500000005,0.14486249999999995,0.685,0.1701375,2.79,3.08,2.96,0.013888888888887507,-0.010101010101010097,0.07148580586080586,0.047619047619047616,1,11
Lyon,Lille,3,0,10,0.5102,0.3611,0.1287,0.3296875,0.375,0.29531250000000003,0.442278125,0.4075,0.150221875,2.13,3.33,3.99,-0.9027777777777786,0.018198906356801103,-0.011338776963776956,0.4285714285714286,-3,7
Paris SG,Monaco,1,1,10,0.884,0.085,0.024,0.35554687500000004,0.4125,0.231953125,0.3983875,0.31499999999999995,0.28661250000000005,1.54,4.2,7.5,0.4662698412698414,0.09612713675213679,-0.11952861952861951,0.33333333333333337,8,-6
St Etienne,Toulouse,0,1,10,0.547,0.2768,0.1759,0.223046875,0.4625,0.314453125,0.38375,0.45,0.16625000000000004,2.09,3.34,4.1,-2.344841269841271,-0.057117224880382775,-0.029626623376623404,0.5555555555555556,-7,-3
Lens,Paris SG,1,3,10,0.1757,0.2958,0.5284,0.02242187499999998,0.6125,0.365078125,0.17257812499999994,0.4875,0.339921875,9.7,5.25,1.38,0.750833333333333,-0.041176470588235294,-0.010959595959595947,-0.19191919191919193,13,13
Lille,Guingamp,1,2,10,0.7318,0.2682,0.0,0.2724218749999999,0.7375,-0.009921874999999995,0.509921875,0.5375000000000001,-0.047421875000000065,1.76,3.37,6.45,1.2711904761904766,0.024337504600662502,-0.15962254120148855,0.6666666666666667,-16,-16
Lorient,St Etienne,0,1,10,0.494,0.2856,0.2201,0.14156249999999998,0.675,0.1834375,0.09968749999999996,0.675,0.2253125,3.19,3.24,2.51,-1.6749999999999998,-0.019913419913419897,0.0038461538461538602,-0.2222222222222222,9,5
Metz,Rennes,0,0,10,0.8343,0.1291,0.0348,0.3328125,0.525,0.1421875,0.540390625,0.3875,0.072109375,2.6,3.37,2.95,-2.1366666666666667,0.13918656936458795,-0.0057515111307681055,0.7474747474747474,-11,-3
Monaco,Evian Thonon Gaillard,2,0,10,0.3607,0.2661,0.3718,0.2265625,0.375,0.3984375,0.2,0.6,0.2,1.59,4.18,6.55,1.6904761904761902,-0.13358355825461093,-0.1137896825396825,0.1111111111111111,-2,-2
Nantes,Reims,1,1,10,0.6745,0.2095,0.1149,0.349609375,0.3875,0.26289062500000004,0.4,0.5,0.09999999999999998,1.67,3.9,6.08,-0.1983333333333337,-0.05751879699248123,-0.03908152734778124,0.5757575757575759,-13,-8
Nice,Bastia,0,1,10,0.6666,0.2142,0.1182,0.4290625,0.575,-0.004062499999999997,0.4400000000000001,0.6,-0.040000000000000036,2.07,3.33,4.2,-1.0999999999999996,0.0536489898989899,0.018100587436971863,0.797979797979798,-15,-11
Bordeaux,Caen,1,1,10,0.3205,0.2374,0.4377,0.29875,0.65,0.05125,0.476953125,0.2875,0.235546875,1.93,3.43,4.76,-0.018690476190475813,0.10412353347135955,0.0683574879227053,0.38383838383838387,2,-16
Lyon,Montpellier,5,1,10,0.4701,0.4004,0.1296,0.417578125,0.3125,0.269921875,0.4600000000000001,0.35,0.19,1.75,3.79,5.39,1.23611111111111,0.071701982228298,-0.0017857142857142932,0.5353535353535352,-9,2
Marseille,Toulouse,2,0,10,0.6364,0.2007,0.1588,0.51125,0.15000000000000002,0.33875,0.4740625000000001,0.2749999999999999,0.25093750000000004,1.65,4.08,5.89,-3.492738095238096,0.0009875541125541343,-0.04621212121212123,0.4545454545454546,-1,-11
Toulouse,Lens,0,2,10,0.5605,0.2521,0.1865,0.3509375,0.675,-0.025937500000000058,0.3800000000000001,0.5499999999999999,0.07,1.44,4.6,9.3,-1.5619047619047617,0.046208984252462545,0.01755952380952383,0.5252525252525251,-7,-8
Bastia,Monaco,1,3,10,0.3133,0.2812,0.4049,0.15187499999999998,0.475,0.373125,0.196484375,0.5125,0.291015625,3.77,3.4,2.17,-0.4936507936507937,-0.0033974358974358937,-0.02525252525252525,-0.09090909090909094,11,5
Caen,Lorient,2,1,10,0.0895,0.2998,0.6107,0.15906250000000002,0.725,0.1159375,-0.08000000000000004,0.8,0.28,2.09,3.45,3.97,-0.7333333333333334,-0.05028860028860028,-0.012533300033300027,-0.5454545454545454,11,2
Evian Thonon Gaillard,Nantes,0,2,10,0.2959,0.3809,0.3232,0.29320312499999995,0.3625,0.344296875,0.314921875,0.3875,0.297578125,2.73,3.13,2.99,1.2999999999999998,0.06107142857142857,0.11292735042735044,0.08080808080808077,1,11
Paris SG,Bordeaux,3,0,10,0.6359,0.2316,0.1318,0.38125,0.375,0.24375,0.3585156250000001,0.4874999999999999,0.153984375,1.43,4.8,9.0,0.4217261904761904,0.01222527472527471,-0.04776334776334776,0.2525252525252525,1,-1
Reims,Montpellier,1,0,10,0.2683,0.2586,0.4718,0.267578125,0.5625,0.169921875,0.306640625,0.5625,0.130859375,3.03,3.2,2.64,-0.10000000000000009,0.05111111111111112,0.01333333333333335,0.18181818181818188,0,5
Guingamp,Nice,2,7,10,0.2236,0.4454,0.331,0.12320312499999997,0.6125,0.264296875,0.057812499999999975,0.675,0.2671875,2.18,3.35,3.81,1.0749999999999997,-0.05738636363636364,0.060787385129490404,-0.1717171717171717,2,8
Lyon,Marseille,1,0,10,0.504,0.2148,0.272,0.4221875000000001,0.07499999999999996,0.5028125,0.4490625,0.07500000000000008,0.4759375,2.71,3.37,2.82,0.06936026936026929,-0.07212064251537931,-0.0334428071928072,-0.02797202797202858,0,5
Rennes,Lille,2,0,10,0.684,0.1899,0.12300000000000001,0.2253125,0.675,0.09968749999999996,0.36000000000000004,0.6,0.03999999999999998,2.66,3.17,3.04,-1.9821428571428572,0.1541666666666667,0.06955891330891333,0.33333333333333337,-2,6
St Etienne,Metz,1,0,10,0.5532,0.3974,0.0495,0.223046875,0.4625,0.314453125,0.28,0.6,0.12,1.54,4.25,7.35,2.5674603174603163,0.03511430090377459,-0.006746031746031764,0.3636363636363636,-5,-2
Monaco,Reims,1,1,10,0.5770000000000001,0.2429,0.1791,0.384765625,0.3125,0.302734375,0.317734375,0.5375000000000001,0.14476562499999995,1.41,4.9,9.53,0.8690476190476191,-0.026787481524323628,-0.014487444100447208,0.27272727272727265,0,-4
Guingamp,Bastia,1,0,11,0.2022,0.2894,0.5082,0.1159375,0.725,0.1590625,0.03351562499999998,0.7375,0.228984375,2.09,3.3,4.2,-0.6944444444444446,-0.05755411255411255,0.12652865324776075,-0.1328671328671329,3,3
Lille,St Etienne,1,1,11,0.5394,0.3447,0.1158,0.004687500000000011,0.625,0.3703125,0.3,0.3999999999999999,0.3000000000000001,2.69,3.07,3.1,0.15126984126984144,-0.036190234447947695,-0.04993894993894994,0.027972027972027913,-2,6
Lorient,Paris SG,1,2,11,0.1554,0.3098,0.5347,0.023828124999999974,0.4875,0.488671875,0.02781249999999999,0.525,0.4471875,6.54,4.13,1.6,-0.2124999999999999,-0.04393939393939393,0.022493987493987525,-0.40559440559440557,16,18
Metz,Caen,3,2,11,0.4089,0.3026,0.2882,0.169921875,0.5625,0.267578125,0.429453125,0.3625,0.208046875,2.43,3.4,3.18,-0.8918253968253964,0.02136440700682185,0.015581131003125887,0.3076923076923077,0,-5
Montpellier,Evian Thonon Gaillard,2,0,11,0.6317,0.237,0.1307,0.0925,0.65,0.2575,0.38,0.55,0.07,1.91,3.41,4.91,1.4733333333333332,-0.053484848484848496,-0.19278277278277273,0.5454545454545455,-7,-6
Nice,Lyon,1,3,11,0.4014,0.2698,0.3277,0.3103906249999999,0.2125,0.4771093750000001,0.255859375,0.5875,0.15664062499999998,3.51,3.33,2.3,0.9499999999999997,0.01020994256288374,-0.008784271284271283,0.5470085470085471,-9,6
Bordeaux,Toulouse,2,1,11,0.6066,0.2111,0.1786,0.15437499999999998,0.65,0.195625,0.418984375,0.3875,0.193515625,2.72,3.15,2.98,-1.0455555555555573,0.09029738377564467,-0.014267676767676776,0.5384615384615383,-4,-6
Marseille,Lens,2,1,11,0.6595,0.2339,0.1062,0.387578125,0.4625,0.149921875,0.483203125,0.3125,0.204296875,1.26,6.23,14.87,-1.0045238095238092,0.01501322751322752,-0.016884319384319384,0.5524475524475524,-2,-16
Nantes,Rennes,1,1,11,0.5082,0.4022,0.0896,0.384765625,0.3125,0.302734375,0.34773437500000004,0.5125,0.139765625,2.34,3.17,3.63,-1.0361111111111114,0.03936925647451962,0.02739661654135339,0.4615384615384615,-9,-7
Rennes,Lorient,1,0,11,0.7278,0.1489,0.1092,0.4,0.6,0.0,0.423359375,0.5125,0.06414062500000002,1.95,3.29,4.87,-1.8496031746031747,0.1499867724867725,0.010001110001110008,0.44755244755244755,1,-8
Bastia,Montpellier,2,0,11,0.3461,0.3097,0.344,0.05445312500000002,0.6625,0.28304687500000003,0.156875,0.775,0.06812499999999998,3.08,3.12,2.67,-0.411111111111111,0.02252238502238503,0.05242763772175536,0.07692307692307698,1,8
Caen,Nantes,1,2,11,0.0893,0.3326,0.5781,0.16625,0.45,0.38375,0.1,0.5,0.4,2.67,3.3,2.91,-0.43999999999999995,-0.03181818181818181,0.06574592074592076,-0.4545454545454546,14,11
Evian Thonon Gaillard,Nice,1,0,11,0.146,0.1633,0.6728,0.096015625,0.6625,0.24148437500000006,0.23875,0.45,0.31125,2.34,3.28,3.46,1.8011111111111124,-0.07971611721611721,0.07770398217766639,-0.09790209790209792,9,8
Lens,Bordeaux,1,2,11,0.2694,0.271,0.4588,0.12,0.6,0.28,0.15179687500000005,0.7625,0.08570312500000002,3.27,3.34,2.41,-0.2912698412698407,-0.08111577964519143,-0.008961038961038947,-0.17482517482517473,9,14
Toulouse,Metz,3,0,11,0.6251,0.3052,0.0697,0.05125,0.65,0.29875,0.28304687500000003,0.6625,0.05445312500000002,1.76,3.82,5.25,-2.8556349206349227,0.0857502561850388,0.020568783068783042,0.4195804195804196,-3,5
Lyon,Guingamp,3,1,11,0.8788,0.09,0.0252,0.5059374999999999,0.275,0.2190625,0.5449999999999999,0.30000000000000004,0.15499999999999994,1.51,4.22,8.15,0.38196248196248117,0.05759170653907501,-0.09097213570573692,0.6545454545454545,-9,-12
Paris SG,Marseille,2,0,11,0.5713,0.2317,0.195,0.443359375,0.1875,0.369140625,0.392421875,0.2625000000000001,0.345078125,1.63,4.23,5.85,0.1671885521885521,-0.0007663170163170474,-0.05139083139083142,0.0,7,2
Reims,Lille,2,0,11,0.455,0.3357,0.2093,0.38,0.55,0.06999999999999995,0.423828125,0.5625,0.013671875000000028,3.48,3.26,2.35,-0.1777777777777776,0.055291005291005293,-0.032448107448107444,0.40559440559440557,-6,1
St Etienne,Monaco,1,1,11,0.4206,0.3393,0.24,0.29320312499999995,0.3625,0.344296875,0.28945312500000003,0.3374999999999999,0.3730468750000001,2.45,3.3,3.24,3.8990079365079335,-0.04838702677324968,-0.04353054353054353,0.07692307692307687,8,-3
Metz,Paris SG,2,3,11,0.3487,0.2647,0.3852,0.10585937499999998,0.3625,0.531640625,0.438359375,0.13749999999999996,0.4241406250000001,7.41,4.53,1.5,0.3539682539682536,0.03888051233252472,-0.011586452762923374,0.21025641025641018,2,8
Bastia,Lyon,0,0,11,0.2452,0.2313,0.52,0.1871875,0.275,0.5378125,0.199375,0.525,0.275625,3.94,3.35,2.13,-1.0447619047619043,0.008543596925949859,-0.03327064158996933,0.1454545454545455,-1,12
Guingamp,Rennes,0,1,11,0.2485,0.3815,0.3699,0.16000000000000006,0.3999999999999999,0.4400000000000001,0.203828125,0.6125,0.183671875,2.8,3.2,2.86,0.12380952380952337,-0.035363842506699654,0.10071768248459975,0.0,4,9
Lorient,Lens,1,0,11,0.2734,0.3583,0.3683,0.028750000000000005,0.85,0.12125000000000002,0.00999999999999998,0.8,0.19,1.96,3.41,4.61,-1.3857142857142857,-0.040020856827579485,0.04461451247165536,-0.15897435897435896,9,1
Monaco,Caen,2,2,11,0.2372,0.2848,0.4776,0.39,0.5249999999999999,0.08500000000000005,0.34124999999999994,0.55,0.10875,1.59,4.08,6.85,0.35391156462585016,-0.03967499362236204,0.041942457703327274,0.015384615384615441,9,-11
Nice,Reims,0,0,11,0.4297,0.2369,0.3288,0.05968749999999998,0.475,0.4653125,0.16351562499999994,0.6125,0.223984375,2.13,3.36,3.96,0.09920634920634797,-0.024278499278499288,0.031002440848747786,0.282051282051282,0,3
Marseille,Bordeaux,3,1,11,0.6726,0.196,0.1287,0.236328125,0.4375,0.326171875,0.548828125,0.3125,0.138671875,1.78,3.81,5.17,-0.7889455782312922,-0.013534580498866272,-0.06308493094207382,0.4871794871794869,-4,-2
Montpellier,Toulouse,2,0,11,0.5453,0.3026,0.152,0.13374999999999998,0.65,0.21625,0.4478125,0.425,0.12718749999999995,2.71,3.28,2.89,-1.9063492063492067,-0.004511097368240208,-0.07420079920079917,0.5230769230769232,-6,-1
Nantes,St Etienne,0,0,11,0.4067,0.3341,0.2591,0.412578125,0.2875,0.299921875,0.320234375,0.4125,0.267265625,3.15,3.06,2.66,0.18015873015873085,-0.03696199372891101,0.05942684766214178,0.03076923076923077,3,-2
Marseille,Nantes,2,0,11,0.4479,0.3133,0.2387,0.2912500000000001,0.3499999999999999,0.3587500000000001,0.503828125,0.08750000000000002,0.408671875,1.61,3.95,6.91,-0.9107709750566895,0.018609366823652565,0.010636585636585628,0.3538461538461538,-1,-3
Caen,Montpellier,1,1,11,0.2703,0.3522,0.3775,0.1534375,0.575,0.27156250000000004,0.150390625,0.8125,0.037109375,2.2,3.37,3.69,0.22698412698412707,-0.011483754340897198,0.041256957328385926,-0.1025641025641025,4,9
Lens,Metz,2,0,11,0.5735,0.3488,0.0777,0.054999999999999966,0.8,0.145,0.11031250000000004,0.825,0.06468750000000001,2.84,3.18,2.83,-2.2123015873015874,0.058064892623716155,-0.021897546897546902,0.041025641025641046,1,8
Paris SG,Nice,1,0,11,0.8125,0.129,0.0539,0.56125,0.35,0.08875000000000002,0.4464843749999999,0.3625,0.191015625,1.19,8.0,19.4,-0.006944444444444642,0.03310717060717061,-0.06172375382901701,0.5384615384615384,-4,-9
Reims,Bastia,2,1,11,0.4648,0.3175,0.2176,0.3700000000000001,0.3999999999999999,0.23000000000000004,0.4834375,0.4249999999999999,0.09156250000000003,2.05,3.33,4.3,-0.8217893217893208,0.03449546485260771,-0.01334694569411797,0.558974358974359,-10,-5
Rennes,Monaco,2,0,11,0.502,0.2236,0.2684,0.4397656250000001,0.2625,0.297734375,0.4103125,0.2749999999999999,0.3146875000000001,2.81,3.22,2.82,-0.08078231292516991,0.09574534942182003,-0.025308355665498522,0.2666666666666667,5,-2
Toulouse,Lorient,2,3,11,0.6217,0.2144,0.1615,0.1159375,0.725,0.1590625,0.34492187499999993,0.6125,0.042578125,1.83,3.76,4.81,-1.4329365079365077,0.062333853172362494,-0.006573122644551219,0.4461538461538461,-2,-6
Bordeaux,Lille,1,0,11,0.8008,0.1517,0.0462,0.314453125,0.6875,-0.001953125,0.521484375,0.5625,-0.08398437499999993,2.16,3.24,4.0,1.0083333333333329,0.12977893684415426,-0.007457357457357483,0.7692307692307692,-10,-8
