homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,homePoints,awayPoints,homeRank,awayRank,homeGlobalRank,awayGlobalRank,homeAccuracy,awayAccuracy,homeEfficiency,awayEfficiency,homeVulnerability,awayVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Reims,Paris SG,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1,15.0,1,15,nan,nan,nan,nan,nan,nan,10.88,4.97,1.37,10.55,5.17,1.37
Bastia,Marseille,3,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2,19.0,3,19,nan,nan,nan,nan,nan,nan,3.98,3.34,2.11,3.73,3.38,2.18
Evian Thonon Gaillard,Caen,0,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3,13.0,5,13,nan,nan,nan,nan,nan,nan,2.44,3.28,3.22,2.41,3.2,3.42
Guingamp,St Etienne,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4,20.0,7,20,nan,nan,nan,nan,nan,nan,3.45,3.12,2.41,3.25,3.02,2.62
Lille,Metz,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,5,17.0,9,17,nan,nan,nan,nan,nan,nan,1.53,4.13,7.65,1.51,4.12,8.6
Montpellier,Bordeaux,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,6,20.0,11,20,nan,nan,nan,nan,nan,nan,2.53,3.08,3.29,2.82,3.06,2.95
Nantes,Lens,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,7,17.0,13,17,nan,nan,nan,nan,nan,nan,2.04,3.28,4.36,1.85,3.51,5.15
Nice,Toulouse,3,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,8,20.0,14,20,nan,nan,nan,nan,nan,nan,2.85,3.09,2.85,3.01,3.31,2.58
Lyon,Rennes,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,9,19.0,15,19,nan,nan,nan,nan,nan,nan,1.85,3.52,4.95,2.1,3.26,4.2
Monaco,Lorient,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,10,18.0,16,18,nan,nan,nan,nan,nan,nan,1.42,4.7,9.4,1.43,4.6,9.65
Caen,Lille,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,11,12.0,4,10,nan,nan,nan,nan,nan,nan,3.72,3.21,2.25,4.63,3.28,2.0
Lens,Guingamp,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,12,12.0,18,15,nan,nan,nan,nan,nan,nan,2.89,3.1,2.8,3.2,3.2,2.53
Lorient,Nice,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,13,15.0,7,4,nan,nan,nan,nan,nan,nan,1.78,3.55,5.48,1.82,3.67,5.05
Metz,Nantes,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,14,15.0,12,5,nan,nan,nan,nan,nan,nan,2.4,3.14,3.46,2.43,3.11,3.48
Paris SG,Bastia,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,15,13.0,13,12,nan,nan,nan,nan,nan,nan,1.15,9.0,21.5,1.14,10.0,22.75
Rennes,Evian Thonon Gaillard,6,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,16,14.0,19,15,nan,nan,nan,nan,nan,nan,1.79,3.58,5.22,2.06,3.45,4.1
Toulouse,Lyon,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,17,16.0,20,7,nan,nan,nan,nan,nan,nan,2.51,3.27,3.13,2.37,3.33,3.35
Bordeaux,Monaco,4,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,18,17.0,11,19,nan,nan,nan,nan,nan,nan,3.02,3.22,2.61,2.9,3.28,2.71
Marseille,Montpellier,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,19,15.0,16,18,nan,nan,nan,nan,nan,nan,1.59,3.98,6.9,1.68,3.97,5.85
St Etienne,Reims,3,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,20,13.0,13,15,nan,nan,nan,nan,nan,nan,1.52,4.2,7.9,1.48,4.5,8.25
Evian Thonon Gaillard,Paris SG,0,0,8,0.0,0.0082,0.936,-0.12000000000000005,0.6,0.52,0.5,0.0,0.5,0.0,0.3333333333333333,14,11.0,18,7,5.0,2.6666666666666665,0.0,0.125,0.25,0.2222222222222222,10.3,5.12,1.37,8.12,4.72,1.46
Bastia,Toulouse,1,0,8,0.1071,0.0349,0.0611,0.04000000000000001,0.6,0.36,0.5,0.0,0.5,0.3333333333333333,0.0,10,20.0,16,13,3.25,3.6666666666666665,0.23076923076923078,0.18181818181818182,0.3333333333333333,0.13636363636363635,2.84,3.35,2.68,2.59,3.39,2.94
Guingamp,Marseille,0,1,8,0.0,0.0065,0.9228,0.36,0.6,0.04000000000000001,0.5,0.0,0.5,0.0,0.3333333333333333,15,12.0,9,18,2.0,2.25,0.0,0.3333333333333333,0.2857142857142857,0.23076923076923078,3.03,3.2,2.61,2.86,3.11,2.86
Lille,Lorient,2,0,8,0.0,1.0,0.0,0.40625,0.25,0.34375,0.5,0.0,0.5,0.3333333333333333,1.0,12,6.0,5,8,4.666666666666667,3.0,0.0,0.2222222222222222,0.0,0.08333333333333333,1.79,3.55,5.44,1.81,3.5,5.55
Montpellier,Metz,2,0,8,0.0,1.0,0.0,0.31125,0.44999999999999996,0.23875000000000002,0.5,0.0,0.5,0.0,0.3333333333333333,16,12.0,11,16,5.0,2.0,0.0,0.0,0.14285714285714285,0.0,1.92,3.37,4.82,2.0,3.39,4.44
Nice,Bordeaux,1,3,8,0.0,0.1864,0.8136,0.33875,0.15000000000000002,0.51125,0.5,0.0,0.5,1.0,1.0,5,7.0,8,3,2.75,2.3333333333333335,0.13636363636363635,0.14285714285714285,0.18181818181818182,0.0,3.37,3.21,2.4,3.18,3.29,2.49
Reims,Caen,0,2,8,0.0,0.0065,0.9228,0.06500000000000002,0.7,0.23500000000000004,0.5,0.0,0.5,0.3333333333333333,1.0,12,6.0,17,13,3.0,1.7142857142857142,0.2222222222222222,0.25,0.125,0.0,2.47,3.29,3.17,2.82,3.29,2.76
Lyon,Lens,0,1,8,0.7768,0.2231,0.0,0.28,0.8,-0.08000000000000004,0.5,0.0,0.5,1.0,0.0,6,18.0,13,20,3.1666666666666665,2.5,0.10526315789473684,0.0,0.0,0.07142857142857142,1.53,4.09,7.74,1.6,4.0,6.85
Nantes,Monaco,0,1,8,0.9464,0.0498,0.0,0.46374999999999994,0.65,-0.11374999999999996,0.5,0.0,0.5,1.0,0.0,4,18.0,8,20,3.5,3.0,0.07142857142857142,0.1111111111111111,0.0,0.4444444444444444,3.74,3.23,2.23,3.81,3.15,2.27
St Etienne,Rennes,0,0,8,0.9486,0.0111,0.0,0.52,0.19999999999999996,0.28,0.5,0.0,0.5,1.0,0.0,11,19.0,5,16,2.111111111111111,7.0,0.15789473684210525,0.0,0.14285714285714285,0.10526315789473684,1.72,3.59,6.01,1.63,3.8,7.05
Marseille,Nice,4,0,8,0.0,1.0,0.0,0.296965625,0.5325,0.17053437500000002,0.5,0.0,0.5,0.0,0.3333333333333333,20,13.0,12,9,4.4,4.5,0.0,0.0,0.2,0.0,1.55,4.12,7.65,1.53,3.9,9.0
Caen,Rennes,0,1,8,0.0,1.0,0.0,0.34086249999999996,0.395,0.2641375,0.56125,0.35,0.08875000000000002,0.0,0.2,19,15.0,6,12,3.6666666666666665,3.5,0.0,0.0,0.125,0.05263157894736842,2.72,3.16,2.93,2.5,3.14,3.31
Lens,Reims,4,2,8,0.0,0.3909,0.6091,0.2798125,0.725,-0.004812499999999997,0.5,0.0,0.5,0.0,0.0,20,16.0,16,19,3.5,3.5,0.0,0.14285714285714285,0.1,0.15789473684210525,2.18,3.27,3.84,2.39,3.34,3.31
Lorient,Guingamp,4,0,8,0.0,1.0,0.0,0.201334375,0.6425,0.15616562500000003,0.5,0.0,0.5,0.3333333333333333,1.0,16,5.0,13,14,2.1666666666666665,2.5,0.0,0.1,0.0,0.0,2.17,3.13,4.1,2.55,3.14,3.23
Monaco,Lille,1,1,8,0.0,0.1528,0.8471,0.18260000000000004,0.33999999999999997,0.4774,0.5,0.0,0.5,0.0,1.0,19,6.0,16,2,1.7142857142857142,8.0,0.08333333333333333,0.125,0.2222222222222222,0.0,1.98,3.35,4.6,2.04,3.27,4.46
Nantes,Montpellier,1,0,8,0.0,0.3909,0.6091,0.15183437500000002,0.4225,0.425665625,0.15499999999999997,0.30000000000000004,0.5449999999999999,0.6,1.0,6,7.0,12,7,3.25,3.3333333333333335,0.03571428571428571,0.2,0.08333333333333333,0.0,2.36,3.04,3.68,2.36,3.19,3.55
Toulouse,Evian Thonon Gaillard,1,0,8,0.2078,0.0057,0.003,0.18493750000000003,0.725,0.0900625,0.5,0.0,0.5,1.0,0.0,12,18.0,17,20,1.6666666666666667,3.0,0.2,0.2222222222222222,0.05555555555555555,0.6666666666666666,1.8,3.61,5.18,1.93,3.47,4.7
Bordeaux,Bastia,1,1,8,0.8638,0.003,0.0,0.5203,0.22999999999999998,0.24970000000000003,0.5,0.0,0.5,1.0,0.0,13,17.0,1,13,1.8,5.0,0.4444444444444444,0.0,0.1111111111111111,0.13333333333333333,1.63,3.76,6.79,1.74,3.76,5.65
Metz,Lyon,2,1,8,0.4744,0.2647,0.26,0.14784687500000004,0.7525,0.09965312500000002,0.5,0.0,0.5,0.3333333333333333,0.0,18,19.0,18,17,2.4,6.0,0.08333333333333333,0.05555555555555555,0.16666666666666666,0.2,2.91,3.11,2.77,2.97,3.28,2.63
Paris SG,St Etienne,5,0,8,0.0,1.0,0.0,0.3221625,0.2849999999999999,0.39283750000000006,0.5,0.0,0.5,1.0,1.0,13,11.0,14,7,3.0,3.5,0.13333333333333333,0.2857142857142857,0.0,0.0,1.52,4.22,7.81,1.45,4.45,9.43
Lyon,Monaco,2,1,9,0.578,0.2818,0.1401,-0.01999999999999999,0.7,0.32000000000000006,0.17500000000000002,0.5,0.32499999999999996,0.6,0.6,12,8.0,18,16,3.583333333333333,3.0,0.05263157894736842,0.1388888888888889,0.07142857142857142,0.2222222222222222,2.66,3.15,3.05,2.73,3.23,2.9
Bastia,Lens,1,1,9,0.2834,0.3758,0.3408,0.26093750000000004,0.375,0.36406249999999996,0.41500000000000004,0.30000000000000004,0.2849999999999999,0.8,0.6,5,9.0,14,12,2.958333333333333,3.0,0.1778846153846154,0.07142857142857142,0.16666666666666666,0.03571428571428571,2.1,3.3,4.07,2.09,3.3,4.18
