homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,dPoints,dRank,dGlobalRank,dAccuracy,dEfficiency,dVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
La Coruna,Eibar,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-12,nan,nan,nan,2.01,3.39,4.39,2.05,3.39,4.2
Malaga,Osasuna,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-13,-13,nan,nan,nan,1.61,3.89,7.0,1.66,3.78,6.59
Barcelona,Betis,6,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-9,-8,nan,nan,nan,1.1,13.0,29.5,1.1,12.65,29.5
Granada,Villarreal,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-16,-15,nan,nan,nan,2.61,3.19,3.09,2.76,3.22,2.89
Sevilla,Espanol,6,4,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-9,-7,nan,nan,nan,1.73,4.02,5.18,1.71,3.93,5.49
Ath Madrid,Alaves,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-12,-10,nan,nan,nan,1.23,6.25,20.4,1.24,6.0,20.0
Sociedad,Real Madrid,0,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-11,-8,nan,nan,nan,5.13,3.98,1.74,5.49,4.02,1.69
Sp Gijon,Ath Bilbao,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-11,-7,nan,nan,nan,4.4,3.54,1.96,4.66,3.57,1.9
Celta,Leganes,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-9,-5,nan,nan,nan,1.63,4.0,6.47,1.68,3.84,6.09
Valencia,Las Palmas,2,4,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-10,-5,nan,nan,nan,1.77,3.89,5.07,1.75,3.89,5.23
Betis,La Coruna,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,4,16,nan,nan,nan,2.22,3.34,3.7,2.21,3.37,3.69
Espanol,Malaga,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,4,10,nan,nan,nan,2.38,3.27,3.39,2.34,3.25,3.51
Eibar,Valencia,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,-3,1,nan,nan,nan,2.78,3.25,2.84,2.84,3.34,2.72
Leganes,Ath Madrid,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,2,-5,nan,nan,nan,7.88,3.83,1.58,9.31,4.02,1.51
Osasuna,Sociedad,0,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,2,-3,nan,nan,nan,3.19,3.13,2.59,3.12,3.22,2.57
Real Madrid,Celta,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1,-10,nan,nan,nan,1.22,7.9,14.09,1.18,8.5,17.85
Alaves,Sp Gijon,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,3,9,nan,nan,nan,2.15,3.26,4.02,2.52,3.14,3.28
Ath Bilbao,Barcelona,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,6,15,nan,nan,nan,6.44,4.66,1.54,6.33,4.37,1.58
Las Palmas,Granada,5,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,6,-4,nan,nan,nan,1.91,3.6,4.58,1.83,3.85,4.7
Villarreal,Sevilla,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,6,10,nan,nan,nan,2.6,3.42,2.91,2.4,3.5,3.15
Sociedad,Espanol,1,1,9,0.0,0.0001,0.4256,0.34124999999999994,0.55,0.10874999999999999,0.5,0.0,0.5,0.0,-2,-8,-1.4285714285714286,-0.4,-0.20833333333333334,2.06,3.53,4.0,1.99,3.62,4.14
Barcelona,Alaves,1,2,9,0.6957,0.1042,0.095,0.53125,0.25,0.21875,0.5,0.0,0.5,0.6666666666666667,-11,-12,0.5,-0.3,0.2962962962962963,1.1,12.25,34.0,1.09,13.38,32.32
Celta,Ath Madrid,0,4,9,0.0,1.0,0.0,-0.09375,0.75,0.34375,0.5,0.0,0.5,-0.3333333333333333,7,6,1.6666666666666665,0.0,0.06666666666666667,5.64,3.59,1.78,6.1,3.61,1.73
Malaga,Villarreal,0,2,9,0.2756,0.3764,0.348,0.25,0.5,0.25,0.5,0.0,0.5,0.0,-6,-2,-0.5,-0.011904761904761904,-0.01785714285714285,2.39,3.24,3.41,2.53,3.11,3.3
Real Madrid,Osasuna,5,2,9,0.4924,0.286,0.2213,0.58,0.4,0.020000000000000018,0.5,0.0,0.5,0.6666666666666667,-8,-15,-0.2666666666666666,-0.04166666666666667,0.053571428571428575,1.07,19.0,33.5,1.07,17.7,36.4
Sevilla,Las Palmas,2,1,9,0.0003,0.0003,0.0011,0.33875,0.15000000000000002,0.51125,0.5,0.0,0.5,0.0,-4,5,-0.045454545454545414,-0.29166666666666663,0.2823529411764706,1.55,4.66,6.27,1.53,4.61,6.71
Granada,Eibar,1,2,9,0.5137,0.2898,0.1963,0.04000000000000001,0.6,0.36,0.5,0.0,0.5,0.3333333333333333,-10,3,5.0,0.05952380952380952,-0.0984848484848485,2.23,3.49,3.5,2.58,3.24,3.09
La Coruna,Ath Bilbao,0,1,9,0.7779,0.1403,0.0751,0.46374999999999994,0.65,-0.11374999999999996,0.5,0.0,0.5,1.0,-17,-11,-1.4166666666666667,0.1048951048951049,-0.08333333333333333,3.55,3.38,2.26,3.68,3.3,2.25
Sp Gijon,Leganes,2,1,9,0.0,0.5045,0.4955,0.35,0.30000000000000004,0.35,0.5,0.0,0.5,0.0,-2,-1,0.5,0.09999999999999999,0.07692307692307693,2.29,3.31,3.56,2.63,3.07,3.18
Valencia,Betis,2,3,9,0.0524,0.0145,0.021,-0.06375,0.85,0.21375000000000002,0.5,0.0,0.5,0.0,-2,3,-0.875,-0.2156862745098039,0.4666666666666666,1.68,4.08,5.53,1.55,4.42,6.74
Betis,Granada,2,2,9,0.0,1.0,0.0,0.382009375,0.6425000000000001,-0.024509375000000055,0.5,0.0,0.5,0.3333333333333333,-6,-5,-3.5,-0.07692307692307693,-0.3333333333333333,1.79,3.82,5.04,1.75,3.96,5.14
Ath Madrid,Sp Gijon,5,0,9,0.0,1.0,0.0,0.35117500000000007,0.22999999999999998,0.41882499999999995,0.5,0.0,0.5,0.0,-5,4,-2.5,0.037037037037037035,0.5,1.22,6.5,21.3,1.2,7.35,19.75
Eibar,Sevilla,1,1,9,0.0,1.0,0.0,0.382215625,0.2025,0.415284375,0.5,0.0,0.5,0.6666666666666667,-8,3,2.1666666666666665,0.07692307692307693,0.0,3.08,3.5,2.44,3.01,3.46,2.51
Las Palmas,Malaga,1,0,9,0.5721,0.0208,0.0116,0.31539062500000004,0.5874999999999999,0.09710937500000004,0.5,0.0,0.5,0.6666666666666667,-6,-8,-1.5,0.1111111111111111,-0.20879120879120877,2.28,3.44,3.44,2.26,3.44,3.48
Leganes,Barcelona,1,5,9,0.0,1.0,0.0,0.17053437500000002,0.5325,0.296965625,0.5,0.0,0.5,-0.6666666666666667,10,6,2.0,-0.08333333333333333,0.0,17.0,7.7,1.2,18.25,7.9,1.19
Ath Bilbao,Valencia,2,1,9,0.0,1.0,0.0,0.30579999999999996,0.78,-0.08580000000000002,0.5,0.0,0.5,0.0,0,-6,-2.083333333333333,0.0,0.006410256410256401,1.93,3.65,4.35,1.89,3.74,4.46
Espanol,Real Madrid,0,2,9,0.0,0.019,0.9607,0.145234375,0.3125,0.542265625,0.5,0.0,0.5,-0.6666666666666667,5,15,1.25,0.11904761904761904,0.2222222222222222,7.76,5.33,1.42,7.84,5.13,1.43
Osasuna,Celta,0,0,9,0.0,0.2669,0.7331,0.08098750000000002,0.945,-0.02598749999999997,0.5,0.0,0.5,0.0,1,-1,0.0,-0.125,0.3166666666666667,2.98,3.17,2.71,3.5,3.31,2.32
Villarreal,Sociedad,2,1,9,0.0,1.0,0.0,0.372659375,0.36749999999999994,0.25984062500000005,0.5,0.0,0.5,-0.6666666666666667,12,-2,1.15,-0.4,0.0,1.88,3.51,4.9,1.85,3.42,5.35
Alaves,La Coruna,0,0,9,0.0,1.0,0.0,0.39462500000000006,0.44999999999999996,0.15537499999999999,0.5,0.0,0.5,0.0,5,-1,-5.5,0.0,0.0,2.38,3.15,3.54,2.4,3.11,3.55
Malaga,Eibar,2,1,9,0.1165,0.2454,0.6377,-0.004062499999999941,0.575,0.4290625,0.04000000000000001,0.6,0.36,-0.39999999999999997,5,7,3.875,-0.10595238095238095,0.021590909090909077,1.89,3.5,4.82,1.79,3.51,5.65
Sevilla,Betis,1,0,9,0.0277,0.003,0.0024,0.35874999999999996,0.35,0.29125000000000006,0.52,0.19999999999999996,0.28,0.6,-6,-9,-0.8298701298701301,-0.04166666666666663,0.12795031055900624,1.5,4.87,6.79,1.54,4.44,6.8
Barcelona,Ath Madrid,1,1,9,0.0,0.0552,0.9418,0.34156250000000005,0.22499999999999987,0.4334375000000001,0.16000000000000006,0.3999999999999999,0.44000000000000006,-0.20000000000000007,7,-2,2.5,-0.02259615384615385,0.3666666666666667,1.63,4.16,6.02,1.54,4.51,6.74
Celta,Sp Gijon,2,1,9,0.0,1.0,0.0,0.051250000000000004,0.65,0.29874999999999996,-0.04500000000000001,0.9,0.145,-0.2,3,12,-1.5,0.0,0.048290598290598286,1.59,4.2,6.51,1.63,4.22,5.88
Granada,Ath Bilbao,1,2,9,0.227,0.3227,0.4502,0.06593750000000001,0.525,0.4090625,0.04000000000000001,0.6,0.36,-0.39999999999999997,5,7,1.625,-0.005128205128205138,0.058333333333333334,4.22,3.63,1.97,4.33,3.63,1.94
Real Madrid,Villarreal,1,1,9,0.2771,0.245,0.4754,0.5028125,0.07499999999999996,0.42218750000000005,0.505,0.09999999999999998,0.395,0.3999999999999999,-3,-6,-0.6636363636363636,0.016666666666666663,0.09107142857142858,1.23,7.32,14.5,1.26,6.77,12.24
