homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,homePoints,awayPoints,homeRank,awayRank,homeGlobalRank,awayGlobalRank,homeAccuracy,awayAccuracy,homeEfficiency,awayEfficiency,homeVulnerability,awayVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Sociedad,Getafe,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1,12.0,1,12,nan,nan,nan,nan,nan,nan,1.79,3.74,5.12,1.75,3.85,5.26
Valencia,Malaga,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2,19.0,2,19,nan,nan,nan,nan,nan,nan,1.56,4.33,6.78,1.39,5.09,9.76
Valladolid,Ath Bilbao,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3,11.0,3,11,nan,nan,nan,nan,nan,nan,2.69,3.35,2.86,2.9,3.21,2.75
Barcelona,Levante,7,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4,18.0,5,18,nan,nan,nan,nan,nan,nan,1.09,14.0,30.0,1.08,15.45,32.6
Osasuna,Granada,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,5,20.0,6,20,nan,nan,nan,nan,nan,nan,2.13,3.37,3.95,2.17,3.32,3.92
Real Madrid,Betis,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,6,18.0,8,18,nan,nan,nan,nan,nan,nan,1.16,9.0,19.3,1.13,10.56,21.89
Sevilla,Ath Madrid,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,7,17.0,9,17,nan,nan,nan,nan,nan,nan,2.89,3.39,2.64,2.81,3.36,2.71
Almeria,Villarreal,2,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,8,17.0,11,17,nan,nan,nan,nan,nan,nan,2.7,3.32,2.87,2.87,3.33,2.7
Celta,Espanol,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,9,17.0,13,17,nan,nan,nan,nan,nan,nan,2.23,3.33,3.69,2.57,3.14,3.18
Vallecano,Elche,3,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,10,17.0,15,17,nan,nan,nan,nan,nan,nan,2.31,3.42,3.39,2.14,3.32,3.95
Ath Bilbao,Osasuna,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,11,10.0,6,13,nan,nan,nan,nan,nan,nan,1.65,4.14,5.82,1.85,3.54,5.05
Getafe,Almeria,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,12,13.0,16,15,nan,nan,nan,nan,nan,nan,1.91,3.63,4.54,1.94,3.68,4.26
Elche,Sociedad,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,13,7.0,17,2,nan,nan,nan,nan,nan,nan,3.32,3.47,2.27,3.23,3.33,2.44
Espanol,Valencia,3,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,14,8.0,14,3,nan,nan,nan,nan,nan,nan,3.18,3.43,2.41,3.09,3.42,2.47
Villarreal,Valladolid,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,15,9.0,8,15,nan,nan,nan,nan,nan,nan,1.88,3.7,4.6,1.67,3.82,6.25
Ath Madrid,Vallecano,5,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,16,15.0,9,8,nan,nan,nan,nan,nan,nan,1.32,5.6,11.58,1.37,5.14,10.08
Betis,Celta,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,17,14.0,18,12,nan,nan,nan,nan,nan,nan,1.86,3.64,4.78,1.86,3.76,4.61
Levante,Sevilla,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,18,14.0,19,17,nan,nan,nan,nan,nan,nan,3.54,3.45,2.21,3.74,3.44,2.17
Malaga,Barcelona,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,19,12.0,20,8,nan,nan,nan,nan,nan,nan,13.7,6.78,1.25,11.15,5.93,1.31
Granada,Real Madrid,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,20,14.0,11,9,nan,nan,nan,nan,nan,nan,9.11,5.52,1.37,8.78,5.52,1.38
Almeria,Elche,2,2,8,0.9522,0.0425,0.0,0.15000000000000002,0.7,0.15000000000000002,0.5,0.0,0.5,0.0,0.0,17,17.0,13,15,7.5,8.0,0.13333333333333333,0.0,0.21428571428571427,0.2727272727272727,2.07,3.68,3.79,1.92,3.71,4.36
Vallecano,Levante,1,2,8,0.2273,0.0,0.0,0.21625,0.65,0.13374999999999998,0.5,0.0,0.5,1.0,0.0,5,19.0,10,16,2.2,4.0,0.2727272727272727,0.0,0.0,0.3181818181818182,1.83,3.74,4.8,2.08,3.45,3.96
Celta,Granada,1,1,8,0.079,0.1108,0.7718,0.44000000000000006,0.3999999999999999,0.16000000000000006,0.5,0.0,0.5,0.3333333333333333,1.0,11,8.0,7,12,1.5,3.25,0.13333333333333333,0.15384615384615385,0.3333333333333333,0.07142857142857142,2.23,3.47,3.53,2.18,3.36,3.8
