homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,homePoints,awayPoints,homeRank,awayRank,homeGlobalRank,awayGlobalRank,homeAccuracy,awayAccuracy,homeEfficiency,awayEfficiency,homeVulnerability,awayVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Malaga,Sevilla,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1,19.0,1,19,nan,nan,nan,nan,nan,nan,3.39,3.57,2.25,3.22,3.5,2.36
Ath Madrid,Las Palmas,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2,19.0,3,19,nan,nan,nan,nan,nan,nan,1.23,6.78,16.86,1.25,6.24,16.9
Espanol,Getafe,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3,18.0,4,18,nan,nan,nan,nan,nan,nan,1.93,3.47,4.68,2.1,3.28,4.19
La Coruna,Sociedad,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4,16.0,5,16,nan,nan,nan,nan,nan,nan,2.59,3.23,3.08,2.44,3.41,3.15
Vallecano,Valencia,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,5,20.0,7,20,nan,nan,nan,nan,nan,nan,3.72,3.77,2.06,2.93,3.68,2.46
Ath Bilbao,Barcelona,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,6,15.0,9,15,nan,nan,nan,nan,nan,nan,7.06,4.53,1.52,6.0,4.28,1.61
Betis,Villarreal,1,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,7,15.0,11,15,nan,nan,nan,nan,nan,nan,2.93,3.34,2.63,3.15,3.48,2.41
Levante,Celta,1,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,8,16.0,13,16,nan,nan,nan,nan,nan,nan,3.84,3.4,2.15,3.73,3.34,2.21
Sp Gijon,Real Madrid,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,9,17.0,15,17,nan,nan,nan,nan,nan,nan,12.98,6.6,1.26,11.7,6.04,1.3
Granada,Eibar,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,10,18.0,17,18,nan,nan,nan,nan,nan,nan,1.9,3.34,5.15,2.02,3.17,4.8
Villarreal,Espanol,3,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,11,11.0,11,2,nan,nan,nan,nan,nan,nan,1.6,4.09,6.69,1.59,4.05,6.9
Barcelona,Malaga,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,12,9.0,4,7,nan,nan,nan,nan,nan,nan,1.14,10.0,24.1,1.13,10.98,24.24
Celta,Vallecano,3,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,13,13.0,5,9,nan,nan,nan,nan,nan,nan,1.57,4.41,6.29,1.49,4.72,7.28
Real Madrid,Betis,5,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,14,15.0,12,10,nan,nan,nan,nan,nan,nan,1.13,11.4,23.0,1.12,12.0,22.6
Sociedad,Sp Gijon,0,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,15,17.0,13,12,nan,nan,nan,nan,nan,nan,1.88,3.47,4.99,1.81,3.45,5.64
Eibar,Ath Bilbao,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,16,15.0,7,16,nan,nan,nan,nan,nan,nan,4.04,3.27,2.15,3.6,3.21,2.32
