homeTeam,awayTeam,homeGoals,awayGoals,month,pHomeWin1,pDraw1,pAwayWin1,pHomeWin2,pDraw2,pAwayWin2,pHomeWin3,pDraw3,pAwayWin3,homePoints,awayPoints,homeRank,awayRank,homeGlobalRank,awayGlobalRank,homeAccuracy,awayAccuracy,homeEfficiency,awayEfficiency,homeVulnerability,awayVulnerability,openningOddHome,openningOddDraw,openningOddAway,closingOddHome,closingOddDraw,closingOddAway
Juventus,Fiorentina,2,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1,15.0,1,15,nan,nan,nan,nan,nan,nan,1.51,4.26,8.24,1.51,4.15,8.61
Roma,Udinese,4,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2,20.0,2,20,nan,nan,nan,nan,nan,nan,1.5,4.56,7.6,1.46,4.72,8.12
Atalanta,Lazio,3,4,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,3,11.0,3,11,nan,nan,nan,nan,nan,nan,3.2,3.27,2.49,2.96,3.27,2.66
Bologna,Crotone,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,4,14.0,5,14,nan,nan,nan,nan,nan,nan,1.91,3.39,4.95,1.78,3.5,5.79
Chievo,Inter,2,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,5,16.0,6,16,nan,nan,nan,nan,nan,nan,3.9,3.35,2.15,4.14,3.36,2.08
Empoli,Sampdoria,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,6,17.0,7,17,nan,nan,nan,nan,nan,nan,2.37,3.29,3.4,2.2,3.42,3.66
Genoa,Cagliari,3,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,7,14.0,9,14,nan,nan,nan,nan,nan,nan,2.06,3.52,3.99,2.0,3.55,4.18
Milan,Torino,3,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,8,19.0,10,19,nan,nan,nan,nan,nan,nan,1.92,3.54,4.64,1.94,3.47,4.61
Palermo,Sassuolo,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,9,18.0,11,18,nan,nan,nan,nan,nan,nan,3.18,3.22,2.54,3.42,3.2,2.41
Pescara,Napoli,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,10,14.0,13,14,nan,nan,nan,nan,nan,nan,8.18,4.52,1.48,8.47,4.82,1.44
Lazio,Juventus,0,1,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,11,5.0,7,1,nan,nan,nan,nan,nan,nan,5.18,3.5,1.85,4.04,3.24,2.16
Napoli,Milan,4,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,12,12.0,11,6,nan,nan,nan,nan,nan,nan,1.7,4.05,5.36,1.63,4.05,6.32
Cagliari,Roma,2,2,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,13,6.0,15,3,nan,nan,nan,nan,nan,nan,4.75,3.84,1.82,5.15,4.29,1.68
Crotone,Genoa,1,3,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,14,11.0,16,6,nan,nan,nan,nan,nan,nan,4.55,3.47,1.95,6.75,4.14,1.58
Fiorentina,Chievo,1,0,8,nan,nan,nan,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,15,10.0,17,6,nan,nan,nan,nan,nan,nan,1.65,3.83,6.49,1.68,3.71,6.43
